Name,Link,Breed,Location
Bella,http://post.rescueme.org/20-02-21-00195,Pit Bull,"Los Angeles County, Woodland Hills, CA"
Daisy,http://post.rescueme.org/20-02-20-00546,Black Mouth Cur,"Los Angeles County, Pasadena, CA"
Duncan,http://post.rescueme.org/20-02-20-00506,Poodle,"Los Angeles County, Chatsworth, CA"
Stella,http://post.rescueme.org/20-02-20-00504,Foxhound,"Sacramento County, Sacramento, CA"
MIKEY,http://post.rescueme.org/20-02-20-00490,Shih Tzu,"Los Angeles County, Los Angeles, CA"
MIA,http://post.rescueme.org/20-02-20-00487,Poodle,"Los Angeles County, Los Angeles, CA"
Charlie,http://post.rescueme.org/20-02-20-00457,Treeing Walker Coonhound,"Kern County, CA"
Smokey,http://post.rescueme.org/20-02-20-00446,Pit Bull,"Shasta County, REdding, CA"
Sable,http://post.rescueme.org/20-02-20-00434,Tibetan Mastiff,"Santa Clara County, San Jose, CA"
URGENT!!! BLACKY,http://post.rescueme.org/20-02-20-00431,German Shepherd,"Riverside County, Norco, CA"
URGENT!!! GINGER,http://post.rescueme.org/20-02-20-00426,Lab,"Riverside County, Norco, CA"
Noki,http://post.rescueme.org/20-02-20-00396,German Shepherd,"Riverside County, Downey , CA"
Barney,http://post.rescueme.org/20-02-20-00386,Great Pyrenees,"Orange County, Orange, CA"
Dino,http://post.rescueme.org/20-02-20-00383,Great Pyrenees,"Orange County, Orange, CA"
BamBam,http://post.rescueme.org/20-02-20-00377,Lab,"Orange County, Orange, CA"
Precious,http://post.rescueme.org/20-02-20-00365,Pit Bull,"Riverside County, Downey , CA"
Nino,http://post.rescueme.org/20-02-20-00360,Pit Bull,"Riverside County, Downey , CA"
URGENT AFTER 2/26,http://post.rescueme.org/20-02-20-00333,Lab,"Riverside County, Moreno Valley, CA"
URGENT ON 2/26,http://post.rescueme.org/20-02-20-00331,Petit Basset Griffon Vendeen,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/26,http://post.rescueme.org/20-02-20-00329,Chihuahua,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/26,http://post.rescueme.org/20-02-20-00328,Silky Terrier,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/26,http://post.rescueme.org/20-02-20-00327,Chihuahua,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/26,http://post.rescueme.org/20-02-20-00326,American Bulldog,"Riverside County, Moreno Valley, CA"
Bella,http://post.rescueme.org/20-02-20-00284,Pit Bull,"Riverside County, Downey , CA"
Theo,http://post.rescueme.org/20-02-20-00261,Chihuahua,"Riverside County, Downey , CA"
Fredo,http://post.rescueme.org/20-02-20-00240,German Shepherd,"Ventura County, Moorpark, CA"
Mia,http://post.rescueme.org/20-02-20-00238,Belgian Malinois,"Riverside County, Downey , CA"
Zuzu,http://post.rescueme.org/20-02-20-00235,German Shepherd,"Ventura County, Moorpark, CA"
,http://post.rescueme.org/20-02-20-00222,Treeing Walker Coonhound,"Shasta County, Palo Cedro, CA"
,http://post.rescueme.org/20-02-20-00220,Chihuahua,"Riverside County, Downey , CA"
Mojo,http://post.rescueme.org/20-02-20-00213,Miniature Pinscher,"Riverside County, Downey , CA"
URGENT - SAMMY,http://post.rescueme.org/20-02-20-00201,Chihuahua,"Los Angeles County, Baldwin Park, CA"
Jerry,http://post.rescueme.org/20-02-20-00190,German Shepherd,"Riverside County, Downey , CA"
Milo,http://post.rescueme.org/20-02-20-00149,Pomeranian,"San Bernardino County, Victorville, CA"
River,http://post.rescueme.org/20-02-20-00138,Lab,"Riverside County, Temecula, CA"
Garth,http://post.rescueme.org/20-02-20-00130,Lab,"Riverside County, Temecula, CA"
Jackson,http://post.rescueme.org/20-02-20-00122,Lab,"Riverside County, Temecula, CA"
Logan,http://post.rescueme.org/20-02-20-00098,German Shepherd,"Riverside County, Downey , CA"
Reggie,http://post.rescueme.org/20-02-20-00086,German Shepherd,"Riverside County, Downey , CA"
Buddy,http://post.rescueme.org/20-02-20-00021,Chihuahua,"Contra Costa County, Brentwood, CA"
Norbit,http://post.rescueme.org/20-02-19-00612,Lab,"San Bernardino County, Montclair, CA"
Cruise,http://post.rescueme.org/20-02-19-00605,Lab,"San Bernardino County, Montclair, CA"
Charlie,http://post.rescueme.org/20-02-19-00597,Bichon Frise,"El Dorado County, Cameron Park, CA"
Minnie Mouse,http://post.rescueme.org/20-02-19-00594,Lab,"San Bernardino County, Montclair, CA"
Razzle Dazzle,http://post.rescueme.org/20-02-19-00591,Lab,"San Bernardino County, Montclair, CA"
Dose Doe,http://post.rescueme.org/20-02-19-00586,Lab,"San Bernardino County, Montclair, CA"
Eleven,http://post.rescueme.org/20-02-19-00576,Lab,"San Bernardino County, Montclair, CA"
URGENT AFTER 2/25,http://post.rescueme.org/20-02-19-00554,Pit Bull,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/25,http://post.rescueme.org/20-02-19-00553,Jack Russell,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/25,http://post.rescueme.org/20-02-19-00552,Chihuahua,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/25,http://post.rescueme.org/20-02-19-00551,Pit Bull,"Riverside County, Moreno Valley, CA"
URGENT - BETTY,http://post.rescueme.org/20-02-19-00544,Bullmastiff,"Los Angeles County, Baldwin Park, CA"
URGENT - BELLA,http://post.rescueme.org/20-02-19-00543,Pit Bull,"Los Angeles County, Baldwin Park, CA"
URGENT - MAY,http://post.rescueme.org/20-02-19-00506,Australian Cattle Dog,"Los Angeles County, Baldwin Park, CA"
Yugi,http://post.rescueme.org/20-02-19-00504,Chihuahua,"Sacramento County, RNCHO CORDOVA, CA"
URGENT - THIMES,http://post.rescueme.org/20-02-19-00501,Lab,"Los Angeles County, Baldwin Park, CA"
Imposter bear,http://post.rescueme.org/20-02-19-00493,Chihuahua,"Sacramento County, RNCHO CORDOVA, CA"
URGENT - CHANCE,http://post.rescueme.org/20-02-19-00479,Lab,"Los Angeles County, Baldwin Park, CA"
Scruffy,http://post.rescueme.org/20-02-19-00478,Chihuahua,"Los Angeles County, Chatsworth, CA"
URGENT - MAX,http://post.rescueme.org/20-02-19-00470,Australian Cattle Dog,"Pasadena, CA"
URGENT - SADIE,http://post.rescueme.org/20-02-19-00449,Corgi,"Los Angeles County, Baldwin Park, CA"
COOKIE,http://post.rescueme.org/20-02-19-00438,Shar-Pei,"Chino Hills, CA"
Tex,http://post.rescueme.org/20-02-19-00420,Corgi,"Riverside County, Hemet, CA"
Nico,http://post.rescueme.org/20-02-19-00400,Siberian Husky,"Sonoma County, Santa Rosa, CA"
Dottie,http://post.rescueme.org/20-02-19-00391,Yorkie,"Los Angeles County, Van Nuys, CA"
Mitchell,http://post.rescueme.org/20-02-19-00384,Beagle,"Orange County, Orange, CA"
,http://post.rescueme.org/20-02-19-00381,Miniature Pinscher,"Sacramento County, Orangevale, CA"
Mimi,http://post.rescueme.org/20-02-19-00333,Chihuahua,"San Diego County, la mesa, CA"
URGENT DANBAR,http://post.rescueme.org/20-02-19-00313,Lab,"Los Angeles County, Baldwin Park, CA"
Smokey,http://post.rescueme.org/20-02-19-00295,Pit Bull,"Shasta County, Redding, CA"
Hurley,http://post.rescueme.org/20-02-19-00287,Australian Cattle Dog,"Placer County, Roseville, CA"
Coco,http://post.rescueme.org/20-02-19-00282,Poodle,"Los Angeles County, Sherman Oaks, CA"
Wally,http://post.rescueme.org/20-02-19-00258,Lab,"Orange County, Orange, CA"
BRUNO,http://post.rescueme.org/20-02-19-00196,Bulldog,"San Diego County, la mesa, CA"
URGENT - BLACKIE,http://post.rescueme.org/20-02-19-00150,Dachshund,"Los Angeles County, Baldwin Park, CA"
DOGGIE,http://post.rescueme.org/20-02-19-00138,Chihuahua,CA
Blue,http://post.rescueme.org/20-02-19-00129,Catahoula,"Madera County, Coarsegold, CA"
HACHI,http://post.rescueme.org/20-02-19-00125,Chihuahua,CA
KODA,http://post.rescueme.org/20-02-19-00118,Norfolk Terrier,CA
Kupi,http://post.rescueme.org/20-02-19-00016,Chihuahua,"Los Angeles County, Chatsworth, CA"
Savannah,http://post.rescueme.org/20-02-19-00004,Belgian Malinois,"Santa Barbara County, Santa Barabara, CA"
Rocky,http://post.rescueme.org/20-02-18-00522,Rottweiler,"Van Nuys, CA"
Champ,http://post.rescueme.org/20-02-18-00520,Pit Bull,"Monterey County, Seaside, CA"
Bella PUPPY,http://post.rescueme.org/20-02-18-00506,American Staffordshire Terrier,"Los Angeles County, Van Nuys, CA"
Scrappy SEE Video,http://post.rescueme.org/20-02-18-00503,Australian Cattle Dog,"Los Angeles County, Van Nuys, CA"
MAX,http://post.rescueme.org/20-02-18-00501,American Staffordshire Terrier,"Los Angeles County, Van Nuys, CA"
"Groot,Milo Adopt Toget",http://post.rescueme.org/20-02-18-00482,Dutch Shepherd,"Los Angeles County, Van Nuys, CA"
Zander,http://post.rescueme.org/20-02-18-00467,American Staffordshire Terrier,"Orange County, San Juan Capistrano, CA"
Bravo,http://post.rescueme.org/20-02-18-00465,Chihuahua,"Los Angeles County, Chatsworth, CA"
Autumn,http://post.rescueme.org/20-02-18-00454,German Shepherd,"Los Angeles County, Sierra Madre, CA"
Milo,http://post.rescueme.org/20-02-18-00442,Jack Russell,"Los Angeles County, Sierra Madre, CA"
Captain,http://post.rescueme.org/20-02-18-00435,Siberian Husky,"Los Angeles County, Sierra Madre, CA"
Toby,http://post.rescueme.org/20-02-18-00420,Corgi,"Orange County, Orange, CA"
Angel,http://post.rescueme.org/20-02-18-00408,German Shepherd,"Los Angeles County, los Angeles, CA"
Chocomax,http://post.rescueme.org/20-02-18-00380,Lab,"Los Angeles County, los Angeles, CA"
Macie,http://post.rescueme.org/20-02-18-00371,Yorkie,"San Diego County, San Diego, CA"
Max,http://post.rescueme.org/20-02-18-00360,German Shepherd,"Los Angeles County, los Angeles, CA"
Brianna,http://post.rescueme.org/20-02-18-00326,Chihuahua,"Orange County, Orange, CA"
Oliver,http://post.rescueme.org/20-02-18-00309,Pit Bull,"Los Angeles County, Covina, CA"
Leta,http://post.rescueme.org/20-02-18-00306,German Shepherd,"Riverside County, Downey , CA"
Charley,http://post.rescueme.org/20-02-18-00302,Yorkie,"Orange County, Irvine, CA"
URGENT AFTER 2/25,http://post.rescueme.org/20-02-18-00254,American Bulldog,"Riverside County, Moreno Valley, CA"
LUCKY-URGENT 3/3,http://post.rescueme.org/20-02-18-00253,Rottweiler,"Riverside County, Moreno Valley, CA"
Grover,http://post.rescueme.org/20-02-18-00238,American Staffordshire Terrier,"Los Angeles County, Van Nuys, CA"
Naomi,http://post.rescueme.org/20-02-18-00231,White Shepherd,"Sacramento County, Sacramento, CA"
Puppy,http://post.rescueme.org/20-02-18-00198,Pit Bull,"Los Angeles County, Altadena, CA"
Alice,http://post.rescueme.org/20-02-18-00138,Yorkie,"Riverside County, Lakeview, CA"
Oreo,http://post.rescueme.org/20-02-18-00020,Cocker Spaniel,"Los Angeles County, Woodlands Hills/Riverside, CA"
Cali,http://post.rescueme.org/20-02-18-00018,Beagle,"Los Angeles County, Woodlands Hills/Riverside, CA"
Copper,http://post.rescueme.org/20-02-18-00017,Pit Bull,"Riverside County, Perris, CA"
,http://post.rescueme.org/20-02-18-00015,Australian Cattle Dog,"Riverside County, Moreno Valley, CA"
Walker,http://post.rescueme.org/20-02-18-00014,Siberian Husky,"Kings County, HANFORD, CA"
Sheba,http://post.rescueme.org/20-02-18-00005,Mastiff,"Los Angeles County, Whittier, CA"
Max,http://post.rescueme.org/20-02-17-00540,German Shepherd,"Riverside County, Cherry Valley, CA"
Buddy,http://post.rescueme.org/20-02-17-00534,Pit Bull,"Los Angeles County, Los Angeles, CA"
mack,http://post.rescueme.org/20-02-17-00533,Pit Bull,"Alameda County, newark, CA"
Ned Pepper,http://post.rescueme.org/20-02-17-00532,Boxer,"San Bernardino County, San Bernardino, CA"
Sweet tea,http://post.rescueme.org/20-02-17-00531,Yorkie,"San Bernardino County, San Bernardino, CA"
Tank,http://post.rescueme.org/20-02-17-00527,Pit Bull,"Alameda County, newark, CA"
Honey biscuit,http://post.rescueme.org/20-02-17-00505,Yorkie,"San Bernardino County, San Bernardino, CA"
Roger,http://post.rescueme.org/20-02-17-00504,Pit Bull,"Los Angeles County, Los Angeles, CA"
Velvet / Violet,http://post.rescueme.org/20-02-17-00503,Maltese,"Los Angeles County, Pico rivera, CA"
Whiskey a go go,http://post.rescueme.org/20-02-17-00502,Dachshund,"San Bernardino County, San Bernardino, CA"
Storm,http://post.rescueme.org/20-02-17-00492,German Shepherd,"Riverside County, Corona, CA"
Fox,http://post.rescueme.org/20-02-17-00481,Lab,"Riverside County, Perris, CA"
Doe,http://post.rescueme.org/20-02-17-00480,Lab,"Riverside County, Perris, CA"
Badger,http://post.rescueme.org/20-02-17-00479,Lab,"Riverside County, Perris, CA"
Taz,http://post.rescueme.org/20-02-17-00476,Lab,"Riverside County, Perris, CA"
Hawk,http://post.rescueme.org/20-02-17-00473,Lab,"Riverside County, Perris, CA"
Coon,http://post.rescueme.org/20-02-17-00472,Lab,"Riverside County, Perris, CA"
Bear,http://post.rescueme.org/20-02-17-00469,Lab,"Riverside County, Perris, CA"
URGENT AFTER 2/25,http://post.rescueme.org/20-02-17-00448,Pit Bull,"Riverside County, Moreno Valley, CA"
Sonny 4 lbs,http://post.rescueme.org/20-02-17-00399,Chihuahua,"Los Angeles County, los angeles, CA"
Henri,http://post.rescueme.org/20-02-17-00385,American Bulldog,"Orange County, CA"
Bella,http://post.rescueme.org/20-02-17-00382,Pit Bull,"Los Angeles County, Los Angeles, CA"
Buck,http://post.rescueme.org/20-02-17-00381,Mastiff,"Los Angeles County, Los Angeles, CA"
Cowboy,http://post.rescueme.org/20-02-17-00379,Shar-Pei,"Los Angeles County, Los Angeles, CA"
Shadow,http://post.rescueme.org/20-02-17-00374,Siberian Husky,"Los Angeles County, Los Angeles, CA"
Max,http://post.rescueme.org/20-02-17-00373,German Shepherd,"Riverside County, Hemet, CA"
Copper,http://post.rescueme.org/20-02-17-00368,Pit Bull,"Riverside County, Perris, CA"
George,http://post.rescueme.org/20-02-17-00356,German Shepherd,"Los Angeles County, Los Angeles, CA"
Kuhio,http://post.rescueme.org/20-02-17-00344,Shih Tzu,"El Dorado County, El Dorado Hills, CA"
Tank,http://post.rescueme.org/20-02-17-00316,Rhodesian Ridgeback,"San Bernardino County, Hesperia, CA"
Princess,http://post.rescueme.org/20-02-17-00305,Pit Bull,"Los Angeles County, Long beach, CA"
Klaus,http://post.rescueme.org/20-02-17-00293,Siberian Husky,"Tulare County, Tulare, CA"
Bruno,http://post.rescueme.org/20-02-17-00276,Pit Bull,"Riverside County, Downey , CA"
Princ Harry,http://post.rescueme.org/20-02-17-00275,Australian Cattle Dog,"Contra Costa County, Walnut Creek, CA"
Pippa,http://post.rescueme.org/20-02-17-00259,Chihuahua,"San Joaquin County, Tracy, CA"
Spencer,http://post.rescueme.org/20-02-17-00171,Belgian Malinois,"Santa Clara County, San Jose, CA"
Frankie,http://post.rescueme.org/20-02-17-00162,American Bulldog,"Riverside County, Lake Elsinore, CA"
Milo,http://post.rescueme.org/20-02-17-00156,Chihuahua,"San Bernardino County, Victorville, CA"
Pancho,http://post.rescueme.org/20-02-17-00110,Boxer,"Riverside County, Downey , CA"
Roxy,http://post.rescueme.org/20-02-17-00076,Mastiff,"Palmdale, CA"
Ally,http://post.rescueme.org/20-02-17-00039,Silky Terrier,"San Diego County, Carlsbad, CA"
MADDIE,http://post.rescueme.org/20-02-17-00037,Australian Cattle Dog,"Sonoma County, Santa Rosa, CA"
COOPER,http://post.rescueme.org/20-02-17-00036,Australian Cattle Dog,"Sonoma County, Santa Rosa, CA"
Arturo,http://post.rescueme.org/20-02-17-00027,Chihuahua,"Los Angeles County, Chatsworth, CA"
Poldi,http://post.rescueme.org/20-02-16-00433,Chihuahua,"San Joaquin County, Tracy, CA"
Smalls,http://post.rescueme.org/20-02-16-00428,Rottweiler,"Mendocino County, Willits, CA"
Mia,http://post.rescueme.org/20-02-16-00412,Chihuahua,"Los Angeles County, Santa Clarita, CA"
Zeus,http://post.rescueme.org/20-02-16-00342,German Shepherd,"Riverside County, Downey , CA"
URGENT AFTER 2/22,http://post.rescueme.org/20-02-16-00338,Lab,"Riverside County, Moreno Valley, CA"
Captain & Clifford,http://post.rescueme.org/20-02-16-00337,Chihuahua,"Riverside County, Downey , CA"
Henry is a shy Doxie,http://post.rescueme.org/20-02-16-00329,Dachshund,"Los Angeles County, Los Angeles, CA"
Rocky,http://post.rescueme.org/20-02-16-00321,German Shepherd,"Ventura County, Moorpark, CA"
Benji,http://post.rescueme.org/20-02-16-00302,Basenji,"Los Angeles County, Los Angeles, CA"
Phoebe,http://post.rescueme.org/20-02-16-00285,Cocker Spaniel,"Orange County, Mission Viejo, CA"
Vladimir,http://post.rescueme.org/20-02-16-00263,Siberian Husky,"San Joaquin County, Tracy, CA"
URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00249,Pit Bull,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00248,Cocker Spaniel,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00246,Chihuahua,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00245,Chihuahua,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00244,Akita,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00243,Lab,"Riverside County, Moreno Valley, CA"
Sasha,http://post.rescueme.org/20-02-16-00237,Chihuahua,"Riverside County, Downey , CA"
URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00232,Cavalier,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/21,http://post.rescueme.org/20-02-16-00231,Chihuahua,"Riverside County, Moreno Valley, CA"
Chance,http://post.rescueme.org/20-02-16-00230,American Bulldog,"Riverside County, Downey , CA"
URGENT AFTER 2/22,http://post.rescueme.org/20-02-16-00229,Jack Russell,"Riverside County, Moreno Valley, CA"
URGENT AFTER 2/26,http://post.rescueme.org/20-02-16-00228,Australian Cattle Dog,"Riverside County, Moreno Valley, CA"
Georgie,http://post.rescueme.org/20-02-16-00227,Pit Bull,"Riverside County, Downey , CA"
Nala,http://post.rescueme.org/20-02-16-00221,Pit Bull,"Riverside County, Downey , CA"
URGENT AFTER 2/20,http://post.rescueme.org/20-02-16-00219,Chihuahua,"Riverside County, Moreno Valley, CA"
Olivia,http://post.rescueme.org/20-02-16-00218,Lab,"Riverside County, Downey , CA"
Lilikoi,http://post.rescueme.org/20-02-16-00210,Poodle,"Los Angeles County, South Gate, CA"
Rocky,http://post.rescueme.org/20-02-16-00188,Chihuahua,"Riverside County, Downey , CA"
Minnie,http://post.rescueme.org/20-02-16-00187,Chihuahua,"Los Angeles County, South Gate, CA"
Codey and Luna,http://post.rescueme.org/20-02-16-00177,Siberian Husky,"Alameda County, San Leandro, CA"
Zully,http://post.rescueme.org/20-02-16-00110,Bull Terrier,"Los Angeles County, Van Nuys, CA"
Skye,http://post.rescueme.org/20-02-16-00087,Siberian Husky,"Merced County, Gustine, CA"
Jack,http://post.rescueme.org/20-02-16-00070,Chihuahua,"Los Angeles County, Pico rivera, CA"
URGENT - HEATH,http://post.rescueme.org/20-02-16-00023,Boxer,"Los Angeles County, Baldwin Park, CA"
URGENT - LUNA,http://post.rescueme.org/20-02-16-00022,German Shepherd,"Los Angeles County, Baldwin Park, CA"
URGENT - RAT TERRIER,http://post.rescueme.org/20-02-16-00020,Rat Terrier,"Pasadena, CA"
Mickey,http://post.rescueme.org/20-02-16-00015,Cavalier,"Los Angeles County, Los Angeles, CA"
URGENT - SANDY,http://post.rescueme.org/20-02-16-00014,Chow Chow,"Pasadena, CA"
Twinkie,http://post.rescueme.org/20-02-16-00013,Pomeranian,"Orange County, Yorba Linda, CA"
URGENT - SPIKE,http://post.rescueme.org/20-02-16-00011,Chihuahua,"Los Angeles County, Baldwin Park, CA"
Oakley,http://post.rescueme.org/20-02-16-00010,Chihuahua,"Orange County, Yorba Linda, CA"
URGENT - ROCKY,http://post.rescueme.org/20-02-16-00009,Lab,"Los Angeles County, Baldwin Park, CA"
Pepper,http://post.rescueme.org/20-02-16-00005,German Shepherd,"Orange County, Yorba Linda, CA"
Smokey,http://post.rescueme.org/20-02-15-00296,Pit Bull,"San Joaquin County, Stockton, CA"
